name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,genre,YOUTUBE,spotify
Twist And Shout - Remastered 2009,Please Please Me (Remastered),The Beatles,5ZBeML7Lf3FMEVviTyvi8l,3/22/1963,74,155226,0.482,0.641,0.849,7.74E-06,0.0414,0.937,-9.198,0.0452,124.631,2,4,Happy,Soul,https://youtu.be/2RicaUqd9Hg?si=ncERIa94NSn8Z09E,https://open.spotify.com/track/5ZBeML7Lf3FMEVviTyvi8l?si=501c8768dab34985
Two Princes,Pocket Full Of Kryptonite,Spin Doctors,4ePP9So5xRzspjLFVVbj90,8/27/1991,72,256733,0.543,0.00162,0.912,2.10E-06,0.0565,0.836,-10.71,0.0601,103.731,7,4,Happy,Rock,https://youtu.be/wsdy_rct6uo?si=xOQbehj4m2phmrg4,https://open.spotify.com/track/4ePP9So5xRzspjLFVVbj90?si=725097c5a1fe425c
UFOF,UFOF,Big Thief,0DZfBeJhOPyjhqoaTkE3kZ,2/26/2019,0,188413,0.623,0.638,0.613,0.572,0.143,0.745,-9.241,0.0309,147.168,10,4,Sad,Dance,https://youtu.be/AjPa7M5n2CU?si=yz6Wt4hMeOVbqGgu,https://open.spotify.com/track/3Hbwbuk3ChdUf7M6Cn7uQB?si=9dce6f91a2e94257
Under A Killing Moon,The Artist In The Ambulance,Thrice,0XiivUyimrmkUyJkKiILPW,1/1/2003,41,161733,0.414,7.12E-06,0.988,0.44,0.0709,0.489,-3.703,0.0786,184.995,8,4,Energetic,Soul,https://youtu.be/nPR5pFlKmiA?si=IUWxEUhMOyPXwbi0,https://open.spotify.com/track/0XiivUyimrmkUyJkKiILPW?si=b6afcb7276a94f73
Understudy,Understudy,Josie Mehlin,0Y41ZfnVaNRQp9dQiagwbC,9/14/2019,51,163875,0.494,0.983,0.263,0.92,0.0746,0.105,-16.818,0.0325,159.875,0,4,Calm,R&B,https://youtu.be/SKtI4WOK6C0?si=nbDbKKcQA_OVAWzy,https://open.spotify.com/track/0Y41ZfnVaNRQp9dQiagwbC?si=def492b17df04629
Underwater - Tinlicker Remix,Underwater (Tinlicker Remix),Gabriel & Dresden,7ku9ctunOcfqWP6z04QTRY,5/1/2018,53,239894,0.627,0.0607,0.857,0.835,0.132,0.124,-8.253,0.0402,121.976,7,4,Happy,Classical,https://youtu.be/zyL0Ru5nuEQ?si=k0keTJunOIxsgy4C,https://open.spotify.com/track/7ku9ctunOcfqWP6z04QTRY?si=65b7fed302f14265
Unintended,Showbiz,Muse,6kyxQuFD38mo4S3urD2Wkw,1999,61,237026,0.487,0.647,0.279,0.00185,0.11,0.162,-11.586,0.0265,139.362,6,4,Sad,Punk,https://youtu.be/i7r6Iyrob8I?si=l_mf8YVQ8F3OajCN,https://open.spotify.com/track/6kyxQuFD38mo4S3urD2Wkw?si=099fbe2874d04d95
United,United,Armin van Buuren,27BMhzmPptTnpra962NgQh,8/31/2018,33,217391,0.643,0.0565,0.957,0.841,0.0763,0.281,-5.026,0.0892,138.073,1,4,Happy,R&B,https://youtu.be/PVurTWZu7VU?si=yZjhCcy7AF3aDW6r,https://open.spotify.com/track/4pBykn8eWxl3O9JvIHZXj4?si=f0ebe52d6a23401b
Universe,Universe,Noah Vanden Abeele,0VrJzyZPEkz3VliJoU3w6A,10/12/2018,25,250987,0.623,0.994,0.134,0.935,0.192,0.171,-18.953,0.0478,62.562,5,4,Calm,Rock,https://youtu.be/HIO7lYphvQc?si=w1-mCTEJjwy3MmAO,https://open.spotify.com/album/5Zrs3nnr35EhFNjubUM6sW?si=KuUfhSDETGyXCGHO1zRayA
Unmade,Unmade,Thom Yorke,4rXDPFpzMyUIdEpNWiwzYV,10/25/2018,0,267454,0.186,0.974,0.3,0.924,0.0672,0.0877,-12.141,0.0368,96.563,9,3,Sad,Metal,https://youtu.be/27c3JaZq4_c?si=hmb7u92Sfo9U5c5a,https://open.spotify.com/track/3uqx1JmyAiuVk6YW0HSeAn?si=28ace52ecf0e4e9a
Up Against (Blackout),Louder Now (Deluxe),Taking Back Sunday,7dx3zyB8aQHd2LQm0u1lwS,4/24/2006,0,182533,0.549,0.000785,0.876,0,0.288,0.741,-3.589,0.0404,146.549,6,3,Energetic,Soul,https://youtu.be/GHWX5CytgAk?si=zvd6LfOo-E0Ho3KK,https://open.spotify.com/track/6thXxlq9kjkPojCCPxNn8M?si=763f2a3b8b0c4cba
Uprising,The Resistance,Muse,4VqPOruhp5EdPBeR92t6lQ,9/10/2009,75,304840,0.602,0.000202,0.905,0.064,0.117,0.411,-4.046,0.0775,128.019,2,4,Energetic,Rock,https://youtu.be/9_cN5qgY7b8?si=hMAhbOZSvMOhgA-6,https://open.spotify.com/track/4VqPOruhp5EdPBeR92t6lQ?si=95ff4973712c4624
Used to Be,Used to Be,Jurrivh,0p44zFo2S1c50vmx0B7mPF,6/20/2020,38,265641,0.201,0.989,0.0394,0.839,0.0881,0.0754,-21.798,0.0334,73.742,10,4,Calm,Electronic,https://youtu.be/fnBFnU4swDk?si=sfq4ACgUTFE4UjMJ,https://open.spotify.com/track/0p44zFo2S1c50vmx0B7mPF?si=87c7c297798d4ee0
Vagabond,Vagabond,Steve Gunn,5gDZbPycrRPF5mC4voMg89,1/8/2019,20,301960,0.545,0.0888,0.788,0.0258,0.0765,0.647,-3.968,0.0281,129.922,11,4,Sad,Country,https://youtu.be/ShW8LeCwQ78?si=VXH25t_SjRbieg7l,https://open.spotify.com/track/4MxHAB3fHQ8oI2jRXSLQ9p?si=87507ecda2b04e5d
Vague,Envision,Amaranth Cove,3IOXceWmoCrTyl5TXFDzWu,1/3/2020,59,143000,0.32,0.881,0.253,0.935,0.121,0.125,-17.843,0.0356,140.029,10,4,Calm,Country,https://youtu.be/2-brT516zII?si=dy6uQpe7ILOvZxLy,https://open.spotify.com/track/3IOXceWmoCrTyl5TXFDzWu?si=6ae0b8b5b9c14666
Valse Lente,Valse Lente,Wilson Trouvé,6eTQcsb7NrdgPIZAHchT9k,5/1/2020,31,145807,0.366,0.996,0.0518,0.909,0.179,0.39,-26.901,0.0402,182.774,3,3,Calm,Dance,https://youtu.be/IhQkEcgMo-4?si=oWwXwpMwxRPU2dkR,https://open.spotify.com/track/6eTQcsb7NrdgPIZAHchT9k?si=5d4ee5f080794f55
Vamos,Vamos,Dimitri Vangelis & Wyman,0i6KOje3rNRSNPw0vy803g,2/2/2018,42,181237,0.52,0.00209,0.975,0.213,0.148,0.254,-3.66,0.0839,128.017,2,4,Energetic,Jazz,https://youtu.be/D4QhYAY1D78?si=ZK1NTIDvmtLgQ2jJ,https://open.spotify.com/track/1pSQGKRLP5mBvS5Rg5vxxa?si=65e40352caab483a
Venom,Venom,Dave202,4EvAP7MWnjDMkADXXEuF5t,7/13/2018,42,194500,0.357,0.159,0.851,0.866,0.146,0.241,-6.103,0.0534,130.013,2,4,Happy,Punk,https://youtu.be/3VIcZ_qNyEI?si=RsdFpoRnNkabKWlS,https://open.spotify.com/track/4EvAP7MWnjDMkADXXEuF5t?si=942fd6de335f4a2f
Video Games - Remastered,Born To Die - The Paradise Edition,Lana Del Rey,0fBSs3fRoh1yJcne77fdu9,1/1/2012,68,281960,0.236,0.811,0.249,1.00E-06,0.087,0.181,-9.595,0.0348,72.847,6,5,Sad,Jazz,https://youtu.be/iMlYVT0Rwco?si=dNAfbD4OlLTBIXGI,https://open.spotify.com/track/24jvD83UgLmrdGjhWTFslY?si=384afb3f2a184db4
Video Killed The Radio Star,The Age Of Plastic,The Buggles,7o7E1nrHWncYY7PY94gCiX,1/10/1980,71,252773,0.68,0.103,0.678,0.00828,0.204,0.251,-11.548,0.0754,131.165,1,4,Happy,Classical,https://youtu.be/uYAErFChPm4?si=MD2j0oXPrC0IdyWZ,https://open.spotify.com/track/6t1FIJlZWTQfIZhsGjaulM?si=35c8292ea1844d76
Virtual Insanity - Remastered,High Times - The Singles 1992 - 2006,Jamiroquai,0dCr3qIupWh36ilLjRHi4P,11/6/2006,0,228333,0.651,0.13,0.946,0,0.148,0.508,-4.717,0.101,91.911,6,4,Happy,Punk,https://youtu.be/B5wg79d8omI?si=u2ODuTg0_5EGHr67,https://open.spotify.com/track/24SUWisv2lYQiB3bVpE1sn?si=cab3a51340ef4b6b
Viva La Vida,Viva La Vida (Prospekt's March Edition),Coldplay,5S6pYZD8WH3OQapDHTDM9M,11/24/2008,56,242373,0.485,0.0941,0.619,3.31E-06,0.109,0.416,-7.115,0.0289,138.017,5,4,Happy,Soul,https://youtu.be/sPD59NTahc0?si=SlN6nkQSQxIg1glj,https://open.spotify.com/track/1mea3bSkSGXuIRvnydlB5b?si=b75f5cf3d2144ddc
Voices,The Sickness (10th Anniversary Edition),Disturbed,47H4oc7Zkihwae7ST7F4zp,3/12/2010,54,191960,0.589,0.000116,0.983,0.00211,0.0628,0.469,-2.521,0.121,110.007,10,4,Energetic,Indie,https://youtu.be/c_EzpU1XjJ4?si=Vy1PPkIAIJvxOHe6,https://open.spotify.com/track/47H4oc7Zkihwae7ST7F4zp?si=b0bce9ba50864c61
Wait For Me,Wanderlust,Steve Brian,6laq4MxNrh2ZKZGLhB7G0V,12/7/2018,52,217142,0.465,0.00987,0.739,1.88E-06,0.373,0.0652,-7.786,0.0648,125.994,10,4,Happy,Indie,https://youtu.be/XcWywsXd9Vs?si=I3tBQDrac3Vem2eU,https://open.spotify.com/track/6laq4MxNrh2ZKZGLhB7G0V?si=7a737953c64c4dd8
Waiting,Skisser,Alice Boman,7eClkLWbrr3TorYedzaDkI,5/22/2013,0,184320,0.236,0.975,0.33,0.126,0.116,0.0827,-10.085,0.0325,86.546,8,4,Sad,Blues,https://youtu.be/y5mOQbzRA-g?si=VORO2lKvTJH31cLM,https://open.spotify.com/track/2KcQh6QnfN40xDTatsybsG?si=f937f94555c2453a
Waiting For Tomorrow (feat. Mike Shinoda),BYLAW EP,Martin Garrix,27YP211Rr8RezhiFVDLFI8,10/19/2018,56,247504,0.507,0.00731,0.887,0,0.562,0.336,-4.084,0.141,128.015,5,4,Energetic,Dance,https://youtu.be/GTaOXDmD3qk?si=7lr1zg4M_wFUsIW6,https://open.spotify.com/track/27YP211Rr8RezhiFVDLFI8?si=7ea83777d5a04349
Waiting On the World to Change,Continuum,John Mayer,5imShWWzwqfAJ9gXFpGAQh,9/11/2006,74,201173,0.577,0.159,0.756,0.000232,0.249,0.663,-5.82,0.115,176.75,2,4,Happy,Pop,https://youtu.be/oBIxScJ5rlY?si=Iqb_Y56E7hD0IHsU,https://open.spotify.com/track/5imShWWzwqfAJ9gXFpGAQh?si=6e32b20ceb384617
Waiting like the Storm,Nocturne in Green,Rand Aldo,1CIIzFfELXMwLyKaGdpTul,12/6/2019,52,257625,0.162,0.946,0.0564,0.889,0.101,0.0361,-20.696,0.0341,60.01,5,4,Calm,Metal,https://youtu.be/D7nwdiUA_EA?si=2H8D8nPHRrOCB_N6,https://open.spotify.com/track/1CIIzFfELXMwLyKaGdpTul?si=90561f53d7274649
War,Rivals,Kensington,3h1in20DlO5KaSP1vLED90,8/8/2014,0,176652,0.641,0.079,0.806,0.00158,0.0708,0.721,-6.281,0.0323,125.987,8,4,Happy,Classical,https://youtu.be/nXfuOf7kUGw?si=oIKd1T_GPB3IzMil,https://open.spotify.com/track/6mEl7vK6usgdsNm4QFHeEd?si=324985eda58a455c
Wash It All Away,Got Your Six (Deluxe),Five Finger Death Punch,6AKWOVOJ81OQfsgxZbJ6QN,9/4/2015,63,224906,0.485,2.08E-05,0.987,0,0.267,0.272,-3.1,0.0738,123.576,4,4,Energetic,Pop,https://youtu.be/9WzD80jwW10?si=GfKMEEcxvHgfPrSV,https://open.spotify.com/track/5k0KjsgX1ETIAQWVBRHzq3?si=1c8a36d233a0473c
Watching Clouds Disappear,Watching Clouds Disappear,Florejan,18HZyQSQdmtxv5i9YSHJTw,5/15/2020,35,142861,0.495,0.99,0.0191,0.902,0.113,0.243,-26.317,0.0362,112.814,5,4,Calm,Pop,https://youtu.be/zRhUjDHzLTQ?si=AMb9wmyUCjOF__NI,https://open.spotify.com/track/7DiuFwA81azH8J62HsjxW6?si=629b3132947a4406
Water Colors,Water Colors,Star Slide,7rpGOF9MwCP2Oaz9yDO452,9/18/2019,50,182079,0.465,0.633,0.12,0.937,0.085,0.0659,-19.328,0.0386,72.021,7,4,Calm,Country,https://youtu.be/D7nwdiUA_EA?si=2H8D8nPHRrOCB_N6,https://open.spotify.com/track/7rpGOF9MwCP2Oaz9yDO452?si=fff59f19e5ec4cb5
Water Lillies,Water Lillies,A Teardrop In The Lake,1sVIrkPZob1Ul6aIqy8n8z,3/27/2020,49,228000,0.234,0.848,0.226,0.942,0.111,0.0388,-15.991,0.0368,139.921,0,5,Calm,Dance,https://youtu.be/wHihM8pzDAc?si=8IAG0x3KW35OniV6,https://open.spotify.com/track/1sVIrkPZob1Ul6aIqy8n8z?si=c066f00e103b40c4
Watersong,Wings Of Joy (Expanded Edition),Cranes,60kgQtJNMGRaFfzwy18XUY,1991,35,231506,0.656,0.809,0.102,0.788,0.0874,0.595,-20.337,0.0373,118.373,4,3,Sad,R&B,https://youtu.be/-mskcay8D8E?si=CtHH8f24vg9D0Tge,https://open.spotify.com/track/60kgQtJNMGRaFfzwy18XUY?si=afbbdc601fa04782
Wave of Mutilation,Wave of Mutilation,Beacon,1BEljQOZPNNjsC3nfIAHxS,1/10/2020,31,149635,0.481,0.842,0.229,0.00205,0.105,0.0525,-13.5,0.0342,92.014,6,4,Sad,Electronic,https://youtu.be/N7L8oQM9IXk?si=cHZhOsIVsg4eayGA,https://open.spotify.com/track/2KUi850ds1gj6FDgNueVov?si=5aa40e891cb04a23
We Are Your Friends - Justice Vs Simian,We Are Your Friends,Simian,49ErwcBYfYRPNBdRuPvpYA,1/1/2006,62,262773,0.615,0.0104,0.97,0.384,0.178,0.507,1.342,0.119,122.993,9,4,Happy,Soul,https://youtu.be/yYkpN9Uoaiw?si=rF_YCpU6oy5Lvbfp,https://open.spotify.com/track/5f5RzlEgheGXEsYAvmYil8?si=bad0a0c2fe5c4f2c
We Wait,For Their Love,Other Lives,3QeaXGKRvt8cfHdrfdk5pL,4/24/2020,39,221662,0.387,0.654,0.577,0.127,0.163,0.447,-8.259,0.0353,149.048,1,4,Sad,Country,https://youtu.be/A0yzwaZeyKo?si=pThu8qDBrTkdVsdt,https://open.spotify.com/track/386jIM23QkSgbYctpKbELq?si=64ccbec7268d4059
Welcome Home,Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness,Coheed and Cambria,42GP0xKtkolBnmqQRvSllO,1/15/2005,64,374973,0.442,0.00648,0.951,1.12E-06,0.0887,0.158,-5.27,0.11,154.004,11,4,Energetic,Pop,https://youtu.be/iPR4HtbNYg8?si=YSjz6H7UrjS6ay9O,https://open.spotify.com/track/42GP0xKtkolBnmqQRvSllO?si=e949a12a9d7c44e4
"Welcome Home, Son",Ghost,Radical Face,13PUJCvdTSCT1dn70tlGdm,3/2/2007,0,285320,0.601,0.743,0.537,0.732,0.143,0.394,-9.464,0.0296,144.994,6,3,Sad,Classical,https://youtu.be/P8a4iiOnzsc?si=M59myL8hq3h2a-5F,https://open.spotify.com/track/6HTVZeVQ9J6Uiq6tHESxU9?si=c2a88024e3304d7a
What I Like About You,What I Like About You (And Other Romantic Hits),The Romantics,6NdcSEhpGGAYXNnnhGS2s6,1990,68,175400,0.542,0.319,0.915,5.34E-05,0.171,0.92,-9.637,0.0549,159.81,9,4,Happy,Jazz,https://youtu.be/BihcE44msEY?si=KUDIUx6m2_4jJsob,https://open.spotify.com/track/6NdcSEhpGGAYXNnnhGS2s6?si=73caf9f177734a66
What Should Have Been,What Should Have Been,Ron Verboom,0joCizO7Hg4JxL3o9mRAKA,3/6/2020,30,152157,0.322,0.994,0.149,0.92,0.122,0.0655,-17.948,0.0515,114.695,2,4,Calm,Metal,https://youtu.be/UPiCI4FSnBk?si=SFYgNdmX7asTIFcm,https://open.spotify.com/track/1kSBxQEnKDEwHbClL48xIj?si=ff1c96d18dc5469e
What You Love You Must Love Now,Everywhere And Right Here,The Six Parts Seven,3L0fPX8biELkH57fF3Exkd,8/16/2004,59,322160,0.256,0.367,0.456,0.881,0.119,0.0682,-10.865,0.0306,70.357,4,4,Calm,Classical,https://youtu.be/Ugr0MHtMzjg?si=VGChLiCMZVNtWPzS,https://open.spotify.com/track/2R7bTCbxSrVlHkZDaQbVs2?si=020017e4433b47e1
What's Good,What's Good,Fenne Lily,6OBl3esnGuz8PllwDWinWS,3/17/2017,49,216875,0.542,0.935,0.0957,6.40E-06,0.182,0.259,-14.518,0.0404,134.739,8,4,Sad,Soul,https://youtu.be/UWdlyAgqhOQ?si=DSpyuqTIYO5Yv4Vm,https://open.spotify.com/track/6asTgVrCVsAkmTIKdY5U9e?si=a11b9039021843de
When The World Stood Still,When The World Stood Still,Florejan Verschueren,0w9rKPt8242huJZKFA1zGX,7/10/2020,35,217339,0.461,0.989,0.0167,0.848,0.11,0.259,-22.104,0.0509,73.77,9,3,Calm,Punk,https://youtu.be/Ptuzdxl63lA?si=tW3h28gt9Yem6QSx,https://open.spotify.com/album/4GAZvMc2OyEAUjroFtzkGi?si=wlyOIz2IR_uI_oSgvHCRqQ
When They Come,When They Come,Threading Hair,100jBpD7nuiMriR7ErXQ9S,9/16/2019,57,262000,0.501,0.922,0.378,0.825,0.115,0.193,-14.959,0.0269,108.034,6,4,Calm,Rock,https://youtu.be/J9gKyRmic20?si=e43imkSvjaNfx_Dg,https://open.spotify.com/track/100jBpD7nuiMriR7ErXQ9S?si=beeba4773c55484a
When You Left,When You Left,Rouge Haven,1uu52K2fxY7Hl4LQ8AtTyY,4/21/2020,52,177224,0.56,0.984,0.0853,0.918,0.108,0.113,-15.918,0.0324,96.646,5,4,Calm,Punk,https://youtu.be/7DAX94m6hI8?si=Sngcga5D1rTNwMwH,https://open.spotify.com/track/1uu52K2fxY7Hl4LQ8AtTyY?si=7b94b6df6c92497e
Where Your Mind Wants to Go - RONE Remix,Where Your Mind Wants to Go (RONE Remix),Blonde Redhead,4pODZqgdj6Iwci7jruY5xf,8/10/2018,14,336481,0.651,0.333,0.848,0.763,0.101,0.154,-8.941,0.0458,119.977,10,4,Sad,Electronic,https://youtu.be/YyIR1TRB8sg?si=EOAQk9D3s5hZBRLJ,https://open.spotify.com/track/2DC6OlI3XIBNRlrLr3A0zn?si=eba4312760fd4ec5
While the Rest of the World Sleeps,While the Rest of the World Sleeps,Josh Kramer,4Hi0t9QQODb9k3aSM8SFb6,1/31/2020,35,231841,0.423,0.988,0.0442,0.947,0.108,0.182,-21.088,0.0378,73.407,11,4,Calm,Country,https://youtu.be/TLNiW46-P2k?si=LOjpWAStakWNn6Uf,https://open.spotify.com/track/4Hi0t9QQODb9k3aSM8SFb6?si=14808e64cf4b42b0
Whiskey In The Jar,"Garage, Inc.",Metallica,77gY3WsOnEsq9JOWgBmdLj,11/24/1998,0,304893,0.511,5.36E-06,0.972,0.00101,0.19,0.532,-3.751,0.0413,132.97,10,4,Energetic,Jazz,https://youtu.be/wsrvmNtWU4E?si=Z7Wj3qKby1c0yKxJ,https://open.spotify.com/track/3ZpWy5rBZv2aLQAldnmTsP?si=f5ba59fbdc604d6f
White Lies,We Sound Electric,Stacy Crowne,0BvlCuNiWLE78NiZCiUxM7,10/4/2019,18,208353,0.336,0.00797,0.88,0,0.445,0.485,-5.675,0.0739,155.004,6,4,Energetic,Punk,https://youtu.be/yNaVcS0aIGI?si=xq913wNDw2Q8LUCN,https://open.spotify.com/track/0BvlCuNiWLE78NiZCiUxM7?si=f6c23cc90ef74c9c
White Lies - Guy Arthur Remix,White Lies (The Remixes),The Him,1FoMWISq2KNqKappkrG5Yo,3/16/2018,44,210000,0.656,0.00428,0.896,0.000137,0.192,0.506,-4.461,0.0936,128.026,9,4,Energetic,Country,https://youtu.be/QJtf-93a3Jw?si=IzQ2DYnZzVEvtSfU,https://open.spotify.com/track/1FoMWISq2KNqKappkrG5Yo?si=3240473eaedb47d1
White Sparks,White Sparks,Wilson Trouvé,7LF1XX9NNuvFtrRliJSEoh,12/13/2019,30,126801,0.574,0.989,0.0835,0.935,0.117,0.265,-22.763,0.0413,106.027,10,4,Calm,Jazz,https://youtu.be/xlvNCkpNDZQ?si=u7c7wgawA44W9VT4,https://open.spotify.com/track/4mybxPLaLAUryk4SwJNtZc?si=7efa7e32562b40ee
Whitehaven,Whitehaven,Martèn LeGrand,2WuNoTD5hLhu1yVgMarTFq,7/31/2020,28,219000,0.498,0.983,0.18,0.928,0.0924,0.038,-19.819,0.0426,77.407,4,3,Calm,Country,https://youtu.be/6fp9JUFiegc?si=Mhzw0p3-dLhoPM-D,https://open.spotify.com/track/2WuNoTD5hLhu1yVgMarTFq?si=c65e88e924b34768
Why Can't We Be Friends?,Why Can't We Be Friends?,War,413T0g8pNNXYX6t5RqHvx7,1/1/1975,58,230066,0.776,0.19,0.714,0,0.506,0.962,-9.044,0.0388,92.448,10,4,Happy,R&B,https://youtu.be/sH0Qda32IKM?si=eoUpARzkWVJFX0Bp,https://open.spotify.com/track/6x959m2QDvatSwUAVCHIuf?si=89e9fa6c329442d6
Wild Trails,Wild Trails,Epi-Soothe,2urxHALnoeVxG82o57q0ny,8/27/2019,52,218501,0.213,0.742,0.233,0.881,0.149,0.0378,-14.347,0.0289,94.94,4,3,Calm,Blues,https://youtu.be/GCpql7XvwHA?si=MLAQTgZdRsMxaQDH,https://open.spotify.com/track/2urxHALnoeVxG82o57q0ny?si=bcdf630eb0d2456d
Wild Wild Son - Club Mix,Wild Wild Son (Club Mix),Armin van Buuren,2Fgo49RzWsVWKcwAksPWq8,10/19/2018,35,218200,0.526,0.00138,0.867,0.00064,0.0975,0.12,-4.332,0.0659,132.106,5,4,Energetic,Blues,https://youtu.be/b_U992pPNDs?si=39sE-aSSWfjao0ZD,https://open.spotify.com/track/45Lu4PnbPH7fARZ82nMS3P?si=7a3a09cb35c14670
Willet,Swan,Dust Follows,6UesrqZXshkMjY07kVnlkU,3/27/2020,48,179610,0.425,0.967,0.168,0.818,0.16,0.0376,-14.064,0.0322,90.076,0,4,Calm,Indie,https://youtu.be/6gMeE2Njo_c?si=Du8-SyA3eGEN2bhQ,https://open.spotify.com/track/6UesrqZXshkMjY07kVnlkU?si=f497483d6b5c489f
Winter Scenery,Winter Scenery,Wilson Trouvé,2F4iGuSSSRWpYCeWN4SoRr,2/21/2020,29,171283,0.79,0.993,0.179,0.965,0.102,0.562,-25.43,0.0853,80.993,11,4,Calm,R&B,https://youtu.be/Zi29KX_FJBM?si=3g-KkUmov2mPH7jQ,https://open.spotify.com/track/0zQ9MpqysXDFbdzKEL4O7N?si=93050be0d75a4a0a
Wish I Was Better,Wish I Was Better,Kina,1kAkUHFb7ryeVkVSRD6Nkj,4/10/2020,70,140571,0.732,0.747,0.304,6.13E-05,0.143,0.185,-13.086,0.111,139.965,0,4,Sad,Metal,https://youtu.be/YPsjSWxm-LE?si=pRGB6XtsfVuv2vg5,https://open.spotify.com/track/1kAkUHFb7ryeVkVSRD6Nkj?si=ca6a2b2355da4d6e
Wish You Were Here - 2011 Remastered Version,Wish You Were Here [2011 - Remaster] (2011 Remastered Version),Pink Floyd,1wHSxWBfPr3GO31y8KGrWe,9/12/1975,0,334743,0.481,0.735,0.262,0.0114,0.832,0.375,-15.73,0.0414,122.883,7,4,Sad,Dance,https://youtu.be/yvtDnXotr-s?si=0qpZpQVVRobSKjiz,https://open.spotify.com/track/6mFkJmJqdDVQ1REhVfGgd1?si=23e0250de1314d2f
Wished,Wished,Sorry,4wIBISN9EpHsQI90SbLhad,11/11/2017,28,193074,0.445,0.332,0.536,0.0645,0.0576,0.486,-7.65,0.0261,172.15,7,4,Sad,Electronic,https://youtu.be/Pslrd5bemFM?si=fPTIQGxsxgHDH3wa,https://open.spotify.com/playlist/5yGDxwFR8LT5AbLa2tYjbI?si=ac87e5803fa3417d
Without,Inertia,The Exies,4qguRyO5RJexa48AuRwkLZ,1/1/2003,19,209906,0.523,0.000357,0.95,0,0.0944,0.479,-4.415,0.0467,99.231,6,4,Energetic,Indie,https://youtu.be/wZkCI-ytB-E?si=1ov4-7icBHlIx0NF,https://open.spotify.com/track/4qguRyO5RJexa48AuRwkLZ?si=791ee41d40e14791
Wolkendans,Soms Alleen,Doeke,3BuuxHhwQ4AQvDA9dzvSry,7/10/2020,32,120029,0.38,0.996,0.0355,0.91,0.115,0.22,-27.118,0.0465,179.205,0,4,Calm,Dance,https://youtu.be/9cvP1DjLWmQ?si=sycg_uFAfPipJQgH,https://open.spotify.com/track/0yFpY03I2k9beYwz92VVW1?si=1066ec63c2b14e2b
Wonderful Together (feat. Envy Monroe),Wonderful Together (feat. Envy Monroe),Blasterjaxx,3UaStdVN7y9A6ktTmkFDTk,6/14/2019,53,203076,0.591,0.0484,0.759,1.23E-06,0.108,0.235,-3.785,0.0404,130.043,5,4,Happy,Punk,https://youtu.be/Pxw1k5CDwxo?si=ytUYCAv05A2k9Czs,https://open.spotify.com/track/3UaStdVN7y9A6ktTmkFDTk?si=e6c2bcfd44844309
Wonderwall,(What's the Story) Morning Glory?,Oasis,79RUMZfMNMpqZnswovvTqv,10/2/1995,15,258906,0.412,0.00214,0.844,0,0.134,0.459,-5.613,0.037,174.452,2,4,Happy,Jazz,https://youtu.be/bx1Bh8ZvH84?si=B8VxCboz9SKEIz-Q,https://open.spotify.com/track/1qPbGZqppFwLwcBC1JQ6Vr?si=d2b754a91abf4ea1
Woodland Heart,Woodland Heart,Ghost Of Summer,1z7GhYG0KqAmebdLfuoYho,8/30/2019,53,160105,0.516,0.84,0.177,0.817,0.135,0.132,-20.473,0.0312,94.994,3,3,Calm,Punk,https://youtu.be/e3uiPtsQVRY?si=1k4l-gwEEqhamM32,https://open.spotify.com/track/1z7GhYG0KqAmebdLfuoYho?si=c8c3066f7b6e47d9
Words I Heard,Words I Heard,Julia Holter,12nUGGcjJgQYkGawzk0rJp,10/17/2018,18,399012,0.124,0.228,0.347,0.00325,0.147,0.16,-11.392,0.0335,76.868,1,4,Sad,R&B,https://youtu.be/vIk2CGUTPr0?si=Me3RGY8W8FWLBHmk,https://open.spotify.com/track/0ydsWxSZJTarvvuUl4nl3G?si=67e86009635f4488
Worlds Collide - Edison Cole Remix,Worlds Collide (Remixes),NERVO,3JqpIjrQfmW68YkpxXWPL4,11/22/2019,55,192413,0.631,0.0149,0.862,6.23E-05,0.103,0.438,-4.114,0.0515,145.01,8,4,Happy,Electronic,https://youtu.be/zl-2eS2_Iyw?si=fSsEvAPRlEIzrYLg,https://open.spotify.com/track/3JqpIjrQfmW68YkpxXWPL4?si=ab6fb3bbd56d47c4
Would You Rather,Stranger in the Alps,Phoebe Bridgers,4ctEt5qumxA8RuzdeQagkk,9/22/2017,49,199080,0.482,0.936,0.363,0.000109,0.104,0.261,-10.926,0.0309,135.779,10,4,Sad,Blues,https://youtu.be/iMr69JihnP4?si=BXhPQ9SzmMY84Ac7,https://open.spotify.com/track/6BbvPVwcZM0KO8XOv0wkcs?si=b3a1c2abca8644cf
Wrong Way,Sublime Greatest Hits,Sublime,6uUqBB6wXrcIJWssTRfIYE,11/9/1999,1,136360,0.663,0.0655,0.671,0,0.107,0.955,-6.103,0.0395,74.453,9,4,Energetic,Punk,https://youtu.be/ZaLI1pRL11Y?si=aFtPrjPYiYmt0JQ3,https://open.spotify.com/track/2PdIo7ewQPuAsP99LVg9uy?si=33fcbcd2a7fa43a3
